County,Percent_Households_Below_Poverty_Level,Median_Age,Homeowner_Vacancy_Rate,Percent_Pop_25_And_Over_With_College_Or_Higher_Educ
"Morgan, Ohio",19.8,44.5,1.2,10.2
"Morrow, Ohio",8.2,42.2,1,13.8
"Muskingum, Ohio",15.4,40.3,1.5,16.1
"Noble, Ohio",11.5,50.4,0.3,9.9
"Ottawa, Ohio",9.4,49.3,1.9,23.1
"Paulding, Ohio",10.6,42.1,2.5,15.6
"Perry, Ohio",19.7,40.2,2,12.2
"Pickaway, Ohio",12.5,39.7,1.9,18.4
"Pike, Ohio",17.9,40.8,1.7,12.6
"Portage, Ohio",13.2,38,1,29
"Preble, Ohio",10.6,42.7,1.5,16.3
"Putnam, Ohio",7.7,39.8,0.3,20.9
"Richland, Ohio",13.5,41.1,1.2,18.3
"Ross, Ohio",16.3,41,0.8,15.8
"Sandusky, Ohio",12,42.2,0.7,16.1
"Scioto, Ohio",23.4,39.9,1.9,15.7
"Seneca, Ohio",12.2,39.9,1.4,16.8
"Shelby, Ohio",7.9,39.5,0.8,18.7
"Stark, Ohio",13.1,42.1,1.3,22.8
"Summit, Ohio",13.2,41,1.6,32.5
"Trumbull, Ohio",16.7,44.3,2.4,18.7
"Tuscarawas, Ohio",12.9,41,1,17.4
"Union, Ohio",6.3,38,1.2,35.5
"Van Wert, Ohio",11.7,41.2,2.3,16.6
"Vinton, Ohio",18.7,42.9,0.9,12.8
"Warren, Ohio",5.2,39.4,0.4,43
"Washington, Ohio",14.9,44.3,0.8,18.8
"Wayne, Ohio",10.6,38.7,1.1,22.2
"Williams, Ohio",9.2,41.4,0.2,15.2
"Wood, Ohio",13,34.9,1.3,33.5
"Wyandot, Ohio",9.4,42.1,1.1,17.2
"Adair, Oklahoma",25.7,37.2,1.8,11.6
"Alfalfa, Oklahoma",10.5,44.2,3,21.8
"Atoka, Oklahoma",21.2,40.2,2.5,15
"Beaver, Oklahoma",10.7,39,3.8,19.9
"Beckham, Oklahoma",14.8,35.9,4.9,16.8
"Blaine, Oklahoma",14.6,43.5,1,16.5
"Bryan, Oklahoma",17.4,37.2,1.4,21.9
"Caddo, Oklahoma",18.3,37.7,2.3,15.4
"Canadian, Oklahoma",7.4,35.9,1.9,27.4
"Carter, Oklahoma",15.4,38.2,2.9,20.5
"Cherokee, Oklahoma",20.6,35.3,3,26.3
"Choctaw, Oklahoma",26.9,42,2.4,13.4
"Cimarron, Oklahoma",14.1,43.8,2.6,22.8
"Cleveland, Oklahoma",12,34.2,1.6,33.4
"Coal, Oklahoma",21.6,42,1.6,17.3
"Comanche, Oklahoma",15.7,33,2.5,22.2
"Cotton, Oklahoma",19.6,43.5,2.1,13.7
"Craig, Oklahoma",16.4,42.1,1.9,14.7
"Creek, Oklahoma",15.1,40.3,1,17
"Custer, Oklahoma",19,31.4,0.2,24.8
"Delaware, Oklahoma",16.8,46.7,4.4,18.1
"Dewey, Oklahoma",13.8,39.2,1.9,24
"Ellis, Oklahoma",14.9,44.1,7.6,20.1
"Garfield, Oklahoma",12.8,35.8,2.7,22.9
"Garvin, Oklahoma",14.2,39.3,0.4,14.7
"Grady, Oklahoma",12,39.2,1.4,19.9
"Grant, Oklahoma",7.3,42.6,3.2,24.6
"Greer, Oklahoma",20.9,40.4,3.1,12.3
"Harmon, Oklahoma",17.3,40.6,1.2,20.7
"Harper, Oklahoma",11.6,39.7,2.7,19.3
"Haskell, Oklahoma",20.2,41,2.2,16.2
"Hughes, Oklahoma",18.1,39.4,3,12.9
"Jackson, Oklahoma",15.2,34.1,3.2,23.3
"Jefferson, Oklahoma",20.8,41.5,1.1,14.7
"Johnston, Oklahoma",18.8,40.1,1.6,20.1
"Kay, Oklahoma",15.1,38.4,2.3,18.9
"Kingfisher, Oklahoma",12.1,37.7,1.7,22.4
"Kiowa, Oklahoma",22.7,42.9,1.4,17.2
"Latimer, Oklahoma",18,41.3,2.7,17.2
"Le Flore, Oklahoma",20.2,39.4,2.3,14.6
"Lincoln, Oklahoma",13.8,41.2,1.7,15.5
"Logan, Oklahoma",11.5,38.5,1.7,27.7
"Love, Oklahoma",15.2,39.4,2.8,13.5
"McClain, Oklahoma",8.1,38.5,1,25
"McCurtain, Oklahoma",23.2,38.8,1.4,13.4
"McIntosh, Oklahoma",19.6,47.8,3.5,13.9
"Major, Oklahoma",13.8,41.1,2.1,20
"Marshall, Oklahoma",16.1,42.8,2.6,14.8
"Mayes, Oklahoma",17.3,40.6,0.9,14.3
"Murray, Oklahoma",13.5,42.9,4.7,17.4
"Muskogee, Oklahoma",21.6,37.9,2.6,20.4
"Noble, Oklahoma",10.6,41.2,1.5,23.2
"Nowata, Oklahoma",16.9,42.4,1.8,11.5
"Okfuskee, Oklahoma",23.7,40.2,1.8,11.6
"Oklahoma, Oklahoma",14.7,34.6,1.6,32
"Okmulgee, Oklahoma",18.2,39,2.6,14.1
"Osage, Oklahoma",14.7,42.5,1.9,18
"Ottawa, Oklahoma",19.4,38,3.1,14.5
"Pawnee, Oklahoma",15.9,41.9,1.9,16.6
"Payne, Oklahoma",27,27.3,1.7,37.4
"Pittsburg, Oklahoma",16.6,40.3,2.4,16.1
"Pontotoc, Oklahoma",15.6,35.7,2,28.2
"Pottawatomie, Oklahoma",16,37.7,1.4,18.3
"Pushmataha, Oklahoma",21.1,44.5,2.5,14.3
"Roger Mills, Oklahoma",17.6,40.6,0.9,16.2
"Rogers, Oklahoma",9.6,39.1,1.6,24.9
"Seminole, Oklahoma",20.4,38.8,2.2,14.3
"Sequoyah, Oklahoma",21.1,40.8,3.5,14.4
"Stephens, Oklahoma",14.8,40.7,2.5,16.9
"Texas, Oklahoma",14.9,33,3.9,22.1
"Tillman, Oklahoma",17.8,42.7,1.4,17.3
"Tulsa, Oklahoma",14,35.7,1.8,31.8
"Wagoner, Oklahoma",10.1,38.8,1.5,23.2
"Washington, Oklahoma",13.4,40.2,2.5,28.5
"Washita, Oklahoma",13.8,39.1,4.6,20.8
"Woods, Oklahoma",13.6,33.4,3.3,30.3
"Woodward, Oklahoma",10.5,36.5,1.6,19.4
"Baker, Oregon",12.2,48,3.3,23.7
"Benton, Oregon",18.6,33,0.4,54.1
"Clackamas, Oregon",8.2,41.5,1.1,37.4
"Clatsop, Oregon",10.1,44.2,1.9,24.4
"Columbia, Oregon",11,43.3,1.7,18.5
"Coos, Oregon",15.6,48.6,1.5,17.8
"Crook, Oregon",13.3,47.5,0.5,19.8
"Curry, Oregon",12.3,56.3,2.3,24.6
"Deschutes, Oregon",11.2,42.4,1.9,35.4
"Douglas, Oregon",13.2,47.1,2.4,17.3
"Gilliam, Oregon",12.6,50.1,5.7,17.4
"Grant, Oregon",19.1,52.9,4.6,18.9
"Harney, Oregon",11.5,45.9,3,18.4
"Hood River, Oregon",5,39.3,1,32
"Jackson, Oregon",14.7,42.6,2,27.8
"Jefferson, Oregon",15,40.8,1.5,19.4
"Josephine, Oregon",17.2,47.7,1.1,17.5
"Klamath, Oregon",18.6,42.2,3.3,20
"Lake, Oregon",19.9,48.6,3.4,16.4
"Lane, Oregon",16.6,39.4,1.1,30.5
"Lincoln, Oregon",15.2,51.6,3,24.9
"Linn, Oregon",12.7,39.6,1.1,19.3
"Malheur, Oregon",20.5,36.1,2.6,13.7
"Marion, Oregon",12.3,36.6,1.7,23.5
"Morrow, Oregon",13.9,38.9,2.8,9
"Multnomah, Oregon",13.2,37.2,1.1,45.9
"Polk, Oregon",12.1,37,1.1,31
"Sherman, Oregon",12.6,51.4,0.8,17.3
"Tillamook, Oregon",11.3,48.1,2.8,21.8
"Umatilla, Oregon",16.9,36.5,0.8,17.2
"Union, Oregon",14.7,40.2,1.1,24.5
"Wallowa, Oregon",14.8,52.6,0.3,26.4
"Wasco, Oregon",11,40.8,1.1,19.6
"Washington, Oregon",8,36.7,1,44.4
"Wheeler, Oregon",10.6,59,4.3,14.9
"Yamhill, Oregon",11.7,38.3,1,26.9
"Adams, Pennsylvania",7.2,43.9,0.5,22.3
"Allegheny, Pennsylvania",12.1,40.8,1.4,41.6
"Armstrong, Pennsylvania",11.6,46.6,2.4,16.7
"Beaver, Pennsylvania",11.2,45.1,1.9,24.7
"Bedford, Pennsylvania",12.2,46.5,1.9,14.7
"Berks, Pennsylvania",11.1,39.9,1.7,24.9
"Blair, Pennsylvania",14.8,43.4,0.8,21.3
"Bradford, Pennsylvania",12.3,44.5,1.9,18.7
"Bucks, Pennsylvania",6.2,43.9,0.8,41.3
"Butler, Pennsylvania",9.2,43.3,1.4,36
"Cambria, Pennsylvania",15.1,45.4,2.2,21.1
"Cameron, Pennsylvania",15.3,52,4.2,13.7
"Carbon, Pennsylvania",10.6,46.2,3.1,17.9
"Centre, Pennsylvania",16,32.3,1,45.5
"Chester, Pennsylvania",6.3,40.4,1.1,53
"Clarion, Pennsylvania",16.4,41.5,2,22.1
"Clearfield, Pennsylvania",13.9,45,1.9,15.1
"Clinton, Pennsylvania",15.3,38.6,1.5,19.5
"Columbia, Pennsylvania",15.9,41,2.1,22.9
"Crawford, Pennsylvania",13.1,43.2,1.8,21.1
"Cumberland, Pennsylvania",6.7,40.6,1.5,36.6
"Dauphin, Pennsylvania",11.2,39.7,1.6,30.8
"Delaware, Pennsylvania",10,39,1.8,39
"Elk, Pennsylvania",10.1,47.4,1.7,19.6
"Erie, Pennsylvania",15.4,39.7,1.9,27.9
"Fayette, Pennsylvania",17,45,2.3,17.3
"Forest, Pennsylvania",16.6,43.3,2.1,8.1
"Franklin, Pennsylvania",8.7,41.6,1.7,21.6
"Fulton, Pennsylvania",12.6,45.4,1.9,13.6
"Greene, Pennsylvania",13.4,42.2,1.3,17.6
"Huntingdon, Pennsylvania",12.8,43.7,1.7,17.4
"Indiana, Pennsylvania",15.8,40.2,3.2,23
"Jefferson, Pennsylvania",14.8,43.9,2.4,15.9
"Juniata, Pennsylvania",11.4,42.9,1.8,14.5
"Lackawanna, Pennsylvania",14.3,42.1,1.5,28.3
"Lancaster, Pennsylvania",9.4,38.6,0.9,27.3
"Lawrence, Pennsylvania",14,45.2,2,22.1
"Lebanon, Pennsylvania",10,41,1.4,20.7
"Lehigh, Pennsylvania",11.1,39.1,1.1,29.9
"Luzerne, Pennsylvania",13.7,42.8,2.4,22.9
"Lycoming, Pennsylvania",13.5,41.5,1.9,23.4
"McKean, Pennsylvania",14.6,43.2,2.4,18.9
"Mercer, Pennsylvania",12.5,44.7,1.4,22.8
"Mifflin, Pennsylvania",12,44,1.2,11.9
"Monroe, Pennsylvania",10.6,42.9,2.6,24.7
"Montgomery, Pennsylvania",6.3,41.2,1.4,49.3
"Montour, Pennsylvania",11.4,43.3,1.1,31.6
"Northampton, Pennsylvania",8.2,42.2,1,30.3
"Northumberland, Pennsylvania",13.9,44.5,1.8,16.6
"Perry, Pennsylvania",9.4,43.3,0.8,16.7
"Philadelphia, Pennsylvania",22.9,34.4,1.9,29.7
"Pike, Pennsylvania",9.4,48.2,1.6,26.8
"Potter, Pennsylvania",13.3,47.2,1.6,15.4
"Schuylkill, Pennsylvania",12.8,44.4,1.7,16.6
"Snyder, Pennsylvania",9.6,40.2,1.5,19.8
"Somerset, Pennsylvania",12.6,46.1,1.5,15.9
"Sullivan, Pennsylvania",12.4,53.7,3.7,17.2
"Susquehanna, Pennsylvania",11.6,48.4,2.1,18.6
"Tioga, Pennsylvania",13.7,44.6,1.8,19.1
"Union, Pennsylvania",11.6,39.5,1.2,26
"Venango, Pennsylvania",12.9,46.9,2.1,18.7
"Warren, Pennsylvania",11.7,47.4,1.4,19.5
"Washington, Pennsylvania",10.1,44.5,2,30
"Wayne, Pennsylvania",10.7,48.2,1.4,20.4
"Westmoreland, Pennsylvania",10.7,47,2,29.1
"Wyoming, Pennsylvania",10.3,44.7,1.2,19.6
"York, Pennsylvania",8.9,41,1.4,24.9
"Bristol, Rhode Island",8.8,44.3,1.2,49
"Kent, Rhode Island",8.9,43.9,1.1,33.3
"Newport, Rhode Island",9.7,45.2,2.6,48.1
"Providence, Rhode Island",16,37.4,1.9,29
"Washington, Rhode Island",8.9,44.6,1.5,46.1
"Abbeville, South Carolina",20.2,44.3,2.8,15.6
"Aiken, South Carolina",15.1,41,1.9,26.4
"Allendale, South Carolina",29.8,41.9,0,9.2
"Anderson, South Carolina",14.4,40.8,1.3,22.2
"Bamberg, South Carolina",21.4,41.7,3.1,18.8
"Barnwell, South Carolina",27.3,41.3,0.5,12.5
"Beaufort, South Carolina",9.3,45.5,2.4,41.2
"Berkeley, South Carolina",11.1,36.1,1,25
"Calhoun, South Carolina",21.2,45.5,2.4,19.9
"Charleston, South Carolina",13.1,37.8,1.9,43.6
"Cherokee, South Carolina",20.1,39.3,1.7,14.2
"Chester, South Carolina",21,42,1.6,13.4
"Chesterfield, South Carolina",20.3,42.4,2.3,10.4
"Clarendon, South Carolina",23.1,45.1,2.8,15.1
"Colleton, South Carolina",18,42.5,1.3,14.6
"Darlington, South Carolina",19.7,41.4,2.2,18.4
"Dillon, South Carolina",32.4,37.7,2.7,11.1
"Dorchester, South Carolina",11.6,37,2.3,28.2
"Edgefield, South Carolina",17.6,42.9,2.5,16.7
"Fairfield, South Carolina",20.7,46.4,4.4,16.9
"Florence, South Carolina",18.2,39.2,1.5,23.6
"Georgetown, South Carolina",16.3,49.5,2.1,27.3
"Greenville, South Carolina",11.6,38.2,1.4,35.1
"Greenwood, South Carolina",18.9,39.5,1,24.6
"Hampton, South Carolina",17.2,40,1.9,11.9
"Horry, South Carolina",13.5,45.9,2.3,23.6
"Jasper, South Carolina",17.6,40.3,0.2,17.8
"Kershaw, South Carolina",15.7,41.1,1.2,20.3
"Lancaster, South Carolina",13,42.1,1.8,26.9
"Laurens, South Carolina",19.6,40.7,1.6,16.2
"Lee, South Carolina",25.8,41.8,1.7,15.9
"Lexington, South Carolina",11.7,39.1,1.4,30.4
"McCormick, South Carolina",15.4,55.2,4.5,20.5
"Marion, South Carolina",25.5,40.7,2.5,13.5
"Marlboro, South Carolina",29.4,40.3,0.6,8.9
"Newberry, South Carolina",16.8,42,1,17.9
"Oconee, South Carolina",15.7,45.7,2,25.8
"Orangeburg, South Carolina",23.8,40.3,3.2,19.9
"Pickens, South Carolina",16.8,36.2,1.2,26
"Richland, South Carolina",16,33.4,2.3,39.1
"Saluda, South Carolina",15.5,41.8,1.4,16.8
"Spartanburg, South Carolina",13.8,38.2,2,24.5
"Sumter, South Carolina",18.1,36.4,2.1,19.3
"Union, South Carolina",20.9,44,1.2,11.3
"Williamsburg, South Carolina",28.7,43,0.5,12.3
"York, South Carolina",10.5,38.7,0.7,33.3
"Aurora, South Dakota",4.1,37.8,0,21.5
"Beadle, South Dakota",11.9,38.1,1.8,20.5
"Bennett, South Dakota",22.5,28.6,1.2,15.7
"Bon Homme, South Dakota",10.8,42.3,0.8,18.3
"Brookings, South Dakota",12.2,27,0.6,40.3
"Brown, South Dakota",9.8,37,1.8,29.4
"Brule, South Dakota",13.2,40.9,0.5,27.1
"Buffalo, South Dakota",38.7,25.8,0,8.5
"Butte, South Dakota",10.5,40.1,1.4,19.2
"Campbell, South Dakota",6.1,50.9,4.1,28
"Charles Mix, South Dakota",15.5,35.8,0.8,18.6
"Clark, South Dakota",11.3,41.4,0.8,19.1
"Clay, South Dakota",22.5,24.9,1.4,49.9
"Codington, South Dakota",13.1,39.1,1.2,21.5
"Corson, South Dakota",33.8,28.7,0.9,17.8
"Custer, South Dakota",12.7,54.8,4.4,23.5
"Davison, South Dakota",12.6,38.6,1.6,26.5
"Day, South Dakota",15.5,47.7,1.3,21.6
"Deuel, South Dakota",8,42.8,0.8,22.2
"Dewey, South Dakota",24.2,26.9,0.3,16.6
"Douglas, South Dakota",8.5,46.7,0,15.5
"Edmunds, South Dakota",6.2,42.4,3.2,26.3
"Fall River, South Dakota",14.4,53.6,5,21.1
"Faulk, South Dakota",6,47,2,26.9
"Grant, South Dakota",9.2,42.9,1.4,21.9
"Gregory, South Dakota",16.1,45.4,3.2,20.2
"Haakon, South Dakota",10.3,44.1,1.9,15.6
"Hamlin, South Dakota",5.5,35,0.9,21
"Hand, South Dakota",9.9,47.4,2.7,22.1
"Hanson, South Dakota",7,36.7,2,18.5
"Harding, South Dakota",2.3,42.3,2.2,26
"Hughes, South Dakota",10.8,38,0,34.7
"Hutchinson, South Dakota",10.9,43,1.1,25.2
"Hyde, South Dakota",11.7,53.3,0,24.5
"Jackson, South Dakota",35.2,32.2,0.6,17.8
"Jerauld, South Dakota",9.9,51.6,0.4,22.5
"Jones, South Dakota",12.7,53.5,0,25.7
"Kingsbury, South Dakota",11.9,45.1,2.7,21.5
"Lake, South Dakota",11.1,43.2,0,33.1
"Lawrence, South Dakota",11.7,42.1,0.5,35
"Lincoln, South Dakota",4,34.9,0.8,37.6
"Lyman, South Dakota",15.2,35.5,1.6,20.3
"McCook, South Dakota",8.8,39.3,0.7,24.1
"McPherson, South Dakota",14.8,50.2,3.6,17.7
"Marshall, South Dakota",9.3,39.8,0.3,24.1
"Meade, South Dakota",8.5,36.5,1.6,27.2
"Mellette, South Dakota",40.5,32.9,0.9,12
"Miner, South Dakota",9.7,44,4,18.5
"Minnehaha, South Dakota",9.8,34.9,1.1,33.1
"Moody, South Dakota",7.5,39.9,0,21.3
"Oglala Lakota, South Dakota",41.7,25.8,0.7,10.4
"Pennington, South Dakota",11.3,39,1,31.5
"Perkins, South Dakota",10,47.5,0,20.3
"Potter, South Dakota",8.6,49.2,1.8,22.3
"Roberts, South Dakota",16.4,38.1,0.3,17.3
"Sanborn, South Dakota",8,42.6,2.6,21.6
"Spink, South Dakota",8.8,43.5,0.9,21.8
"Stanley, South Dakota",6.9,44.5,0,32.1
"Sully, South Dakota",11.2,46.8,0,25
"Todd, South Dakota",48.2,23.8,1.2,15.6
"Tripp, South Dakota",16.6,45.1,4.5,22.3
"Turner, South Dakota",12.2,42,2.2,23.7
"Union, South Dakota",9,40,0.5,30.6
"Walworth, South Dakota",8.1,42.8,1.3,24.9
"Yankton, South Dakota",11.2,41.8,0.6,25.7
"Ziebach, South Dakota",33.4,33.1,0,16.4
"Anderson, Tennessee",16,43.3,1.9,23.3
"Bedford, Tennessee",14,37.9,1.6,16.6
"Benton, Tennessee",21,47.9,2.6,12.3
"Bledsoe, Tennessee",22.9,44.1,0.9,12
"Blount, Tennessee",11.5,43.7,1.7,24.2
"Bradley, Tennessee",15,39.5,1.1,22.3
"Campbell, Tennessee",20.9,44.1,3.4,12.4
"Cannon, Tennessee",15.6,42,0.3,15.8
"Carroll, Tennessee",18.6,42.5,2.7,18
"Carter, Tennessee",21.8,45.4,1.3,17.5
"Cheatham, Tennessee",9.5,40.3,1.5,21
"Chester, Tennessee",15.8,37.7,2,16
"Claiborne, Tennessee",24.1,43.1,1.7,16.1
"Clay, Tennessee",26.2,47.3,0.5,13.9
"Cocke, Tennessee",22.2,45.2,1.4,11.6
"Coffee, Tennessee",13.9,39.7,1.9,20.5
"Crockett, Tennessee",17.2,40.7,3.2,13.8
"Cumberland, Tennessee",14.3,51,2.3,18.5
"Davidson, Tennessee",13,34.3,1.5,41.7
"Decatur, Tennessee",18.4,46.4,1.8,14.5
"DeKalb, Tennessee",18,41.1,2.4,16.7
"Dickson, Tennessee",12.7,39.1,1.7,16.2
"Dyer, Tennessee",18.9,40.5,1.1,16.1
"Fayette, Tennessee",12.2,45.8,0.8,22.2
"Fentress, Tennessee",20.2,45.2,2.5,16
"Franklin, Tennessee",15.8,42.2,1.5,20.8
"Gibson, Tennessee",16.8,39.9,1.8,18.4
"Giles, Tennessee",13.7,43.9,2.4,16.5
"Grainger, Tennessee",16.4,45,0.7,10.7
"Greene, Tennessee",16.6,44.7,1.6,16.7
"Grundy, Tennessee",23.3,43.4,2.2,13.2
"Hamblen, Tennessee",16.5,40.7,2.6,16.8
"Hamilton, Tennessee",12.3,39.7,1.7,32.2
"Hancock, Tennessee",29,44.5,4.3,11.2
"Hardeman, Tennessee",19.6,40.3,1.9,11.2
"Hardin, Tennessee",20.2,45.3,0.8,15
"Hawkins, Tennessee",18.4,44.9,2.4,13.7
"Haywood, Tennessee",19.9,42,3.4,11
"Henderson, Tennessee",18.4,41.5,1.7,14.4
"Henry, Tennessee",18.6,45.8,2.6,16.5
"Hickman, Tennessee",16,41.1,2,10.9
"Houston, Tennessee",19.2,43.9,0.7,13
"Humphreys, Tennessee",17,42,3,14.3
"Jackson, Tennessee",20.7,46.8,1.1,11
"Jefferson, Tennessee",12.5,43.9,2.3,16.8
"Johnson, Tennessee",23.6,46,2.9,11.6
"Knox, Tennessee",14.2,37.4,1.6,37.6
"Lake, Tennessee",31.2,41.5,0,9.4
"Lauderdale, Tennessee",21.9,38.3,2.1,8.3
"Lawrence, Tennessee",16.7,39.3,1.3,14.3
"Lewis, Tennessee",19.4,43.3,2.9,10.4
"Lincoln, Tennessee",14.2,42.6,1.8,18.4
"Loudon, Tennessee",11.2,47.6,2,26.4
"McMinn, Tennessee",18.9,42.6,1.9,16.2
"McNairy, Tennessee",18.5,43.5,0.1,12.6
"Macon, Tennessee",18,39.4,0.2,10.3
"Madison, Tennessee",17.5,38.7,2,25.6
"Marion, Tennessee",17.7,43.4,0.5,12.8
"Marshall, Tennessee",12.2,38.9,1.4,14.7
"Maury, Tennessee",10.5,39.1,1.2,23
"Meigs, Tennessee",16.5,46,0.9,9.8
"Monroe, Tennessee",16.8,43.9,3.3,13.4
"Montgomery, Tennessee",13.5,30.8,1.8,28.5
"Moore, Tennessee",10.2,45,1.9,22.7
"Morgan, Tennessee",20.2,41.6,0.9,9.4
"Obion, Tennessee",20,42.6,1.9,15.3
"Overton, Tennessee",18.6,43,0.8,12.8
"Perry, Tennessee",24.8,43.2,2.8,11.5
"Pickett, Tennessee",18.8,50.1,0.2,9.4
"Polk, Tennessee",15.5,45.6,1.1,11.9
"Putnam, Tennessee",18.5,36.4,2.2,26.4
"Rhea, Tennessee",19.2,38.9,2.1,16.9
"Roane, Tennessee",15.2,46.4,3,19.8
"Robertson, Tennessee",11.1,39,0.6,19.6
"Rutherford, Tennessee",10,33.5,0.7,32.2
"Scott, Tennessee",23.3,39.4,1,9.2
"Sequatchie, Tennessee",17.3,44.1,2.5,15.1
"Sevier, Tennessee",13.4,42.9,1.8,17.4
"Shelby, Tennessee",17.8,35.6,1.4,31.6
"Smith, Tennessee",15.6,40.3,0.8,14.4
"Stewart, Tennessee",13.6,44.2,1.8,15.6
"Sullivan, Tennessee",15.4,45.1,1.7,23.6
"Sumner, Tennessee",8.8,39.8,1,28.1
"Tipton, Tennessee",12.8,37.5,1.6,17.3
"Trousdale, Tennessee",8.7,35.1,0,13.8
"Unicoi, Tennessee",19.1,46.5,2.1,14.8
"Union, Tennessee",21.1,43,3.7,9.9
"Van Buren, Tennessee",15.6,46.9,2.2,7.8
"Warren, Tennessee",20.4,40,2.1,14.5
"Washington, Tennessee",16.2,40.2,1.9,31.8
"Wayne, Tennessee",19.2,43,1.3,9.7
"Weakley, Tennessee",19.7,38.6,1.6,21.6
"White, Tennessee",16.2,43.2,3.1,12.3
"Williamson, Tennessee",4.8,39.1,0.7,59.8
"Wilson, Tennessee",7.7,40.4,0.5,32.4
"Anderson, Texas",14.6,39.3,1.8,10.6
"Andrews, Texas",8.9,30.8,0.9,12.2
"Angelina, Texas",16.1,37.5,2.1,16.9
"Aransas, Texas",17,50.6,3.7,21.9
"Archer, Texas",11.5,44.5,1.1,23.9
"Armstrong, Texas",9.9,46,1,22.8
"Atascosa, Texas",14.2,35.4,2,14.4
"Austin, Texas",11.7,40.7,1.3,23.9
"Bailey, Texas",8.9,33.3,2,17.2
"Bandera, Texas",12.4,52.2,2.4,22.8
"Bastrop, Texas",11.5,38.4,1.4,20.7
"Baylor, Texas",12.4,45.9,0,22.8
"Bee, Texas",21.1,35.3,0.2,8.9
"Bell, Texas",13.5,31,2.6,25.2
"Bexar, Texas",14.9,33.6,1.5,28
"Blanco, Texas",8.5,50.4,1.7,26.5
"Borden, Texas",7,41.7,1.6,39.5
"Bosque, Texas",13.4,46.6,4.4,19.8
"Bowie, Texas",17.9,38,2.3,20.6
"Brazoria, Texas",8.9,35.8,1.2,30
"Brazos, Texas",23.4,26.5,0.8,41.7
"Brewster, Texas",16.9,43.7,4.6,40
"Briscoe, Texas",12.1,46.4,4.1,19.8
"Brooks, Texas",37.7,29.7,1.2,15.7
"Brown, Texas",12.7,41.5,2.3,19.1
"Burleson, Texas",11.4,43.3,2.5,17.3
"Burnet, Texas",8.8,44.6,1.9,25.4
"Caldwell, Texas",15.5,35.9,1.1,14.6
"Calhoun, Texas",12.5,37.7,2.3,14.2
"Callahan, Texas",13.2,44.2,0.8,21
"Cameron, Texas",27.7,31.7,1.3,17.3
"Camp, Texas",19.2,37.6,2.4,19.4
"Carson, Texas",6.9,40.6,0.8,28.4
"Cass, Texas",16,43.3,1.5,16.4
"Castro, Texas",11.8,34.8,4.5,15.6
"Chambers, Texas",11.6,35.2,1,22.7
"Cherokee, Texas",16,37.9,2,17.2
"Childress, Texas",13.4,34.5,7.8,18.3
"Clay, Texas",11.8,46.6,2.3,21.4
"Cochran, Texas",25.8,35.1,0,8
"Coke, Texas",13.6,48.1,6,17.8
"Coleman, Texas",17.1,47.2,3.6,15.8
"Collin, Texas",6.2,36.9,1.1,52.3
"Collingsworth, Texas",18.7,39.6,0.7,20.2
"Colorado, Texas",10.8,42.9,2.9,21
"Comal, Texas",7.4,42.2,1.9,36.8
"Comanche, Texas",12.2,44.8,1.5,20.3
"Concho, Texas",13.2,45.3,5,13
"Cooke, Texas",10.7,40.7,0.8,20.9
"Coryell, Texas",12.2,31.8,1.5,16.1
"Cottle, Texas",28.1,37.1,3.9,16.8
"Crane, Texas",10.2,32.7,0,14.7
"Crockett, Texas",17.1,38.8,2.7,14
"Crosby, Texas",20.2,38.4,2.8,13.2
"Culberson, Texas",19.3,34.4,1.5,10.2
"Dallam, Texas",7.7,31.7,0.8,15.8
"Dallas, Texas",13.6,33.4,1.4,31.5
"Dawson, Texas",23.1,33.5,1.5,14.2
"Deaf Smith, Texas",16,31.9,1.9,12
"Delta, Texas",16.3,44.3,3.9,25.1
"Denton, Texas",7.2,35.5,0.8,45.1
"DeWitt, Texas",17,41,2,12.6
"Dickens, Texas",24.3,46,3,18.5
"Dimmit, Texas",29.7,34.3,0,13.6
"Donley, Texas",15.4,41.4,3.9,17.9
"Duval, Texas",24.5,36.1,2.1,9
"Eastland, Texas",18,41.2,6.7,16
"Ector, Texas",11.9,30.4,1.1,15.4
"Edwards, Texas",14.1,49.1,2.2,18.2
"Ellis, Texas",8.5,36.2,0.7,24.3
"El Paso, Texas",19.8,32.2,1.8,23.3
"Erath, Texas",18.9,30.4,4.5,31.5
"Falls, Texas",26.6,39,1.8,12.4
"Fannin, Texas",13.3,41.3,1.2,17.4
"Fayette, Texas",12.3,47,1.7,19.7
"Fisher, Texas",19.6,44.6,3.2,18.6
"Floyd, Texas",15.2,37.2,1.2,15.9
"Foard, Texas",11.3,51.2,8.5,16.2
"Fort Bend, Texas",7,36.3,1.4,46.2
"Franklin, Texas",8,43.2,0.6,26.6
"Freestone, Texas",16.3,41.5,1.6,15.3
"Frio, Texas",22.9,31.2,1.2,7.3
"Gaines, Texas",14.9,27.8,1.5,11.4
"Galveston, Texas",11.8,37.7,2.3,31.1
"Garza, Texas",20.7,41.1,2.7,13.9
"Gillespie, Texas",7.9,50,2.6,32.2
"Glasscock, Texas",8.7,30.8,1.9,27.2
"Goliad, Texas",18.4,46.1,1.3,17.3
"Gonzales, Texas",13.3,36.3,0.4,13.1
"Gray, Texas",15.1,36.5,1.8,13.9
"Grayson, Texas",13.5,39.9,1.6,20.4
"Gregg, Texas",16.2,35.6,2.8,21.3
